title,creators,publication_date,publisher_country,distributor_country,publisher,distributor,doi,url
"Eustochomorpha Girault, Neotriadomerus gen. n., and Proarescon gen. n. (Hymenoptera, Mymaridae), early extant lineages in evolution of the family",John T. Huber,2017-06-30,BULGARIA,SWITZERLAND,Pensoft Publishers,Plazi,10.3897/jhr.57.12892,
"New genus and new species of Cirripedia (Chthamalidae, Tetraclitidae, Archaeobalanidae and Balanidae) from the Middle Miocene of the faluns of Touraine (France)",René-Pierre Carriol,2008-12-31,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.5281/zenodo.180298,
"Two new species of genus Leucoagaricus (Agaricaceae, Agaricales) from Pakistan",Shazia Ashraf; Arooj Naseer; Muhammad Usman; Abdul Nasir Khalid,2023-04-10,BULGARIA,SWITZERLAND,Pensoft Publishers,Plazi,10.15468/qkwbnf,
"Description of the larva of Oecetismizrain Malicky & Graf, 2012 (Trichoptera, Leptoceridae) and Lepidostomascotti (Ulmer, 1930) (Trichoptera, Lepidostomatidae) from Chilimo Forest, Central Ethiopia",Yonas Terefe; Simon Vitecek; Wolfram Graf,2018-12-31,BULGARIA,SWITZERLAND,Pensoft Publishers,Plazi,10.3897/zookeys.766.24544,
"A taxonomic review of the southern African millipede genus, Bicoxidens Attems, 1928 (Diplopoda: Spirostreptida: Spirostreptidae), with the description of three new species and a tentative phylogeny",Tarombera Mwabvu; Michelle L. Hamer; Robert H. Slotow,2007-12-31,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.5281/zenodo.176282,
Celaeno plicata,C. L. Koch,1835-12-31,SWITZERLAND,,Plazi,,10.15468/ehtncr,
"Contributions to the knowledge of Torrenticolid water mites (Acari: Hydrachnidia) in Doupengshan, China",Xinyao Gu; Daochao Jin; Tianci Yi; Jianjun Guo,2019-11-07,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.11646/zootaxa.4695.2.1,
"Gigasanalis, a new genus of the tribe Achilini with the description of a new species from China (Hemiptera, Fulgoromorpha, Achilidae)",Xiu-Dong Huang; Xiang-Sheng Chen; Lin Yang; Jian-Kun Long,2022-12-20,SWITZERLAND,,Plazi,,10.15468/88s4b8,
Revision and phylogeny of the genus Andocaeculus (Acari: Caeculidae) I: the A. weyrauchi species group,Andrés O. Porta; Jaime Pizarro-Araya; Martín J. Ramírez,2021-03-17,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.11646/zootaxa.4945.1.1,
"Description and taxonomic analysis of a tuberculated turtle leech from the Outer Banks, North Carolina, USA, provisionally identified as Placobdella multilineata Moore, 1953 (Hirudinea: Glossiphoniidae)",Roy T. Sawyer,2021-06-23,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.11646/zootaxa.4991.1.1,
"Faunistic and bibliographical inventory of moth flies from Ukraine (Diptera, Psychodidae)",Jan Jezek; Pavel Chvojka; Peter Manko; Jozef Obona,2017-08-23,BULGARIA,SWITZERLAND,Pensoft Publishers,Plazi,10.3897/zookeys.693.13652,
"New records of ostracods and ammonites from the Aalenian (mainly Concavum Zone) of the Zollernalb (Swabian Alb, SW Germany)",Norbert Wannenmacher; Volker Dietze; Matthias Franz; Guenter Schweigert,2021-06-17,BULGARIA,SWITZERLAND,Pensoft Publishers,Plazi,10.3897/zitteliana.95.56296,
"Gelasia attariana (Scorzonerinae, Cichorieae, Asteraceae), a new species from NW of Iran, inferred from morphological and molecular data",Atefeh Ebrahimi; Elham Hatami; Seyed Reza Safavi; Mansour Mirtadzadini,2023-05-12,SWITZERLAND,,Plazi,,10.15468/bscqpd,
"The water mite genus Procorticacarus K. O. Viets in Australasia (Acari: Hydrachnidia, Hygrobatidae)",Harry Smit,2015-12-31,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.11646/zootaxa.3956.1.3,
Lygaeoidea Species File,Pablo Dellapé,2019-01-14,,,,,10.15468/krxm59,
"Nonmarine ostracods (Crustacea) from South Korea, including a description of a new species of Tanycypris Triebel (Cyprididae, Cypricercinae)",Cheon Young Chang; Jimin Lee; Robin J. Smith,2012-12-31,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.5281/zenodo.214227,
Two new species of Caddisflies (Trichoptera: Insecta) from Lower-Hill Evergreen Forests of Southern Thailand,Nannaphat Suwannarat; Hans Malicky; Pongsak Laudee,2018-11-23,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.11646/zootaxa.4524.4.7,
"Two new species of the family Noctuidae from China (Lepidoptera, Noctuidae)",H. L. Han; V. S. Kononenko,2017-10-25,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.11646/zootaxa.4338.2.12,
"Four new species of Mimosa sect. Batocaulon ser. Cordistipulae (Leguminosae) from Bahia, Brazil",Janaína Gelma A. Do Nascimento; Lamarck Rocha; Valquíria F. Dutra; Luciano P. De Queiroz; Cássio Van Den Berg,2023-06-15,SWITZERLAND,,Plazi,,10.15468/rj9h9x,
"Taxonomy and distribution of Sternotrigon Skopin in China (Coleoptera, Tenebrionidae)",Yi-Bin Ba; Guo-Dong Ren,2013-12-31,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.11646/zootaxa.3693.4.9,
Nomenclatural and type catalogue of Athoracophoridae (Mollusca: Eupulmonata: Succineoidea): a synopsis of the first 185 years of biodiscovery in the South West Pacific region,Gary M. Barker,2018-06-15,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.11646/zootaxa.4434.2.1,
"The larva of Drusus dudor Olah, 2017, including an updated key to larval Drusinae Banks, 1916 (Insecta, Trichoptera, Limnephilidae)",Simon Vitecek; Jan Martini; Carina Zittra; Hendrik Kuhlmann; Ariane Vieira; Johann Waringer,2020-12-31,BULGARIA,SWITZERLAND,Pensoft Publishers,Plazi,10.3897/zookeys.908.47032,
"Four new species of the genus Smaragdina Chevrolat, 1836 from China (Coleoptera: Chrysomelidae: Cryptocephalinae: Clytrini)",Feng-Yan Wang; Hong-Zhang Zhou,2013-12-31,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.11646/zootaxa.3737.3.4,
"Three new species of the genus Cleantioides Kensley and Kaufman, 1978 (Isopoda: Valvifera) from Brazil, with new record of the family Holognathidae from Brazil",Aurinete Oliveira Negromonte; Debora Lucatelli; Ricardo José de Carvalho Paiva; Jesser F. Souza-Filho,2022-08-19,SWITZERLAND,,Plazi,,10.15468/d7v8eh,
Description of the first flightless platynine ground beetle preserved in Baltic amber (Coleoptera: Carabidae),Kipling Will,2017-06-06,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.11646/zootaxa.4318.1.4,
"Bats (Chiroptera) from Olduvai Gorge, Early Pleistocene, Bed I (Tanzania)",Gregg F. Gunnell; Percy M. Butler; Marjorie Greenwood; Nancy B. Simmons,2015-12-16,SWITZERLAND,,Plazi,,10.1206/3846.1,
Revision of the ant genus Strumigenys Fr. Smith (Hymenoptera: Formicidae) of Taiwan.,C. C. Lin; W. J. Wu,1996-12-31,SWITZERLAND,,Plazi,,10.15468/2ha8tk,
Oribates calcaratus,C. L. Koch,1835-12-31,SWITZERLAND,,Plazi,,10.15468/g2fait,
"A new rheophilic species of Knodus Eigenmann (Characiformes: Characidae Stevardiinae) from the upper rio Juruena, rio Tapajós basin, Chapada dos Parecis Mato Grosso, Brazil",Katiane M. Ferreira; Willian Massaharu Ohara,2023-01-06,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.15468/5aq4e7,
"The type material of spider wasps (Hymenoptera, Pompilidae) deposited in the Federal Scientific Center of the East Asia Terrestrial Biodiversity, Russian Academy of Sciences, Vladivostok, Russia",Valery M. Loktionov,2022-03-25,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.15468/jmvkje,
Phasmida Species File,Paul Brock,2019-01-14,,,,,10.15468/8nv8vf,
"Two new species of the genus Daptonema Cobb, 1920 (Nematoda: Xyalidae) found in the monospecific Halophila ovalis patches within an intertidal mixed-species seagrass bed on the coast of the Andaman Sea, Thailand",Chittima Aryuthaka; Kenji Kito,2012-12-31,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.5281/zenodo.211983,
"Aprostocetus chilophagae new species (Hymenoptera: Eulophidae) from South Dakota, with taxonomic notes on A. bromi (Kostjukov) and A. nebraskensis (Girault)",Paul J. Johnson; Zoya A. Yefremova; Juan Manuel Perilla López; Ekaterina N. Yegorenkova,2018-11-09,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.11646/zootaxa.4514.4.2,
"A new genus, three new species and a new species record of Epipaschiinae (Lepidoptera: Pyralidae) from India",Rahul Ranjan; Navneet Singh; Jagbir Singh Kirti,2022-12-21,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.15468/zq5xvn,
"More about Thraulodes Ulmer, 1920 (Ephemeroptera: Leptophlebiidae) from the Brazilian Amazonia: three new species, a new record and a gynandromorph report",Jeane Marcelle Cavalcante Do Nascimento; Luciana Camurça Castelaci; Neusa Hamada,2021-12-07,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.11646/zootaxa.5076.1.5,
"Korean species of the genus Amischa Thomson (Coleoptera: Staphylinidae Aleocharinae), with a description of new species",Seung-Gyu Lee; Kee-Jeong Ahn,2023-01-24,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.15468/7x2q8n,
"Révision de Brachyoxylon rotnaense Mathiesen, description de B. serrae n. sp. et conséquences pour la stratigraphie du Crétacé inférieur d’Asie du Sud-Est",Marc Philippe; Varavudh Suteethorn; Éric Buffetaut,2011-03-31,SWITZERLAND,,Plazi,,10.5252/g2011n1a2,
A new species of Bambusaspis Cockerell (Hemiptera: Sternorrhyncha: Coccomorpha) colonising bamboo in Malaysia,Bozena Łagowska; Jon H. Martin; Chris J. Hodgson,2015-12-31,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.11646/zootaxa.4006.1.6,
"A new species of Orybina Snellen, 1895 from India (Lepidoptera, Pyralidae, Pyralinae)",Navneet Singh; Rahul Ranjan,2018-03-12,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.11646/zootaxa.4392.3.9,
"Three new species of the genus Ambanus Ovtchinnikov, 1999 from China (Araneae: Amaurobiidae: Coelotinae)",Zhi-Sheng Zhang; Ming-Sheng Zhu; Da-Xiang Song,2007-12-31,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.5281/zenodo.175719,
"A new species of the Cyrtodactylus brevipalmatus group (Squamata, Gekkonidae) from the uplands of western Thailand",L. Lee Grismer; Attapol Rujirawan; Siriwadee Chomdej; Chatmongkon Suwannapoom; Siriporn Yodthong; Akrachai Aksornneam; Anchalee Aowphol,2023-01-19,BULGARIA,SWITZERLAND,Pensoft Publishers,Plazi,10.15468/fuxzx7,
"A new species of Arbomia Sato & Wang (Lepidoptera, Geometridae, Ennominae) from Guangxi, Southern China",Nan Jiang; Dayong Xue; Hongxiang Han,2014-02-14,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.11646/zootaxa.3765.1.8,
"New Lipaphis species (Hemiptera, Aphididae, Macrosiphini) from central Türkiye living on Sisymbrium sp. (Brassicaceae)",Işil Özdemýr,2022-09-12,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.15468/fhfjbr,
"The tadpole of Physalaemus fuscomaculatus (Anura: Leptodactylidae), with a description of internal oral morphology",Fausto Nomura; Denise De Cerqueira Rossa-Feres; Vitor Hugo Mendonça Do Prado,2003-12-31,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.5281/zenodo.157148,
"Settling the name Diomedea exulans Linnaeus, 1758 for the Wandering Albatross by neotypification",Richard Schodde; Alan J. D. Tennyson; Jeff G. Groth; Jonas Lai; Paul Scofield; Frank D. Steinheimer,2017-12-31,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.11646/zootaxa.4236.1.7,
"A new Neotropical ant species of genus Linepithema Mayr (Hymenoptera, Formicidae, Dolichoderinae) with partial revision of the L. fuscum group based on males",Stefano Cantone; Andrea Di Giulio,2023-05-09,BULGARIA,SWITZERLAND,Pensoft Publishers,Plazi,10.15468/7923pz,
"New data clarifying the taxonomy of European members of the Lepidocyrtus pallidus - serbicus group (Collembola, Entomobryidae)",Eduardo Mateos; Daniel Winkler,2018-06-07,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.11646/zootaxa.4429.3.5,
Four new species of Cerambycidae (Coleoptera) from Bolivia and Brazil,Maria Helena M. Galileo; Ubirajara R. Martins; Antonio Santos-Silva,2015-12-31,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.11646/zootaxa.3985.3.8,
"Genus Promalactis Meyrick, 1908 (Lepidoptera: Oecophoridae) from Malaysia with description of three new species",Chen Liu; Shuxia Wang,2020-03-23,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.11646/zootaxa.4755.1.2,
"Phasmarhabditis safricana n. sp. (Nematoda: Rhabditidae), a parasite of the slug Deroceras reticulatum from South Africa",Jenna L. Ross; Annika Pieterse; Antoinette P. Malan; Elena Ivanova,2018-12-31,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.11646/zootaxa.4420.3.5,
"A study of the morphology and distribution of four Achnanthidium Kütz. species (Bacillariophyta), implications for ecological status assessment, and description of two new European species",Ingrid Jüttner; Paul B. Hamilton; Carlos E. Wetzel; Bart Van De; Lydia King; Martyn G. Kelly; David M. Williams; Luc Ector,2022-10-04,SWITZERLAND,,Plazi,,10.15468/nmmcbt,
"Two new species of mite genus Archidispus (Acari: Heterostigmata, Scutacaridae) from Ukraine",Alexander A. Khaustov,2004-12-31,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.5281/zenodo.157973,
"Pollicipes caboverdensis sp. nov. (Crustacea: Cirripedia: Scalpelliformes), an intertidal barnacle from the Cape Verde Islands",Joana N. Fernandes; Teresa Cruz; Robert Van Syoc,2010-12-31,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.5281/zenodo.196929,
Die Myriopodenfauna von Albanien und Jugoslavien,,1929-12-31,SWITZERLAND,,Plazi,,10.15468/nle78r,
"A new early Late Oligocene (MP 26) continental vertebrate fauna from Saint-Privat-des-Vieux (Alès Basin, Gard, Southern France)",Monique Vianey-Liaud; Bernard Comte; Bernard Marandat; Stéphane Peigné; Jean-Claude Rage; Jean Sudre,2014-12-26,SWITZERLAND,,Plazi,,10.5252/g2014n4a4,
"Cochylis Treitschke in China: one new species and five new records (Lepidoptera, Tortricidae, Cochylini)",Yinghui Sun; Houhun Li,2013-01-15,BULGARIA,SWITZERLAND,Pensoft Publishers,Plazi,10.3897/zookeys.258.4108,
"A new species of Psydrax (Rubiaceae: Vanguerieae) from Tamil Nadu, India",Joseph Lincy; Sebastin Soosairaj; Rajappa Dhivya; John Peter Arulanandam,2022-02-15,SWITZERLAND,,Plazi,,10.15468/a7krsz,
"Descriptions of new species of Cryptoceridae, belonging to the genera Cryptocerus, Meranoplus and Cataulacus.",F. Smith,1876-12-31,SWITZERLAND,,Plazi,,10.15468/8fhhq4,
"Three new neotropical species of Ablabesmyia Johannsen, 1905 (Diptera: Chironomidae)",Galileu P. S. Dantas; Neusa Hamada,2019-03-14,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.11646/zootaxa.4567.1.6,
"Encarsia hera Lahey & Andreason (Hymenoptera, Aphelinidae): a charismatic new parasitoid of Aleurocybotus Quaintance & Baker (Hemiptera, Aleyrodidae) from Florida",Zachary Lahey; Alvin M. Simmons; Sharon A. Andreason,2022-12-20,BULGARIA,SWITZERLAND,Pensoft Publishers,Plazi,10.15468/sf43ru,
Replacement names for three preoccupied genus-group names of Cetoniinae (Coleoptera: Scarabaeidae),Peter G. Allsopp; Stanislav Jákl; Antonio Rey,2023-05-30,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.15468/44kzw7,
"The water mite family Hygrobatidae Koch in Australia. The genera Aspidiobatella Cook, Australorivacarus Viets, Gondwanabates Imamura and Rhynchaustrobates Cook (Acari: Hydrachnidia)",Harry Smit,2015-12-31,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.11646/zootaxa.4033.4.7,
Acalyptris Meyrick: revision of the platani and staticis groups in Europe and the Mediterranean (Lepidoptera: Nepticulidae),Erik J. Van,2007-12-31,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.5281/zenodo.273702,
"Unveiling the diversity of longhorn beetles (Coleoptera, Cerambycidae) in Brazilian western Amazonia: a checklist of the Entomological Collection of the Federal University of Rondônia, Brazil",Diego De Santana Souza; Aline Andriolo; Tatiana Alejandra Sepúlveda; Maria Aurea Pinheiro De Almeida Silveira,2021-06-04,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.11646/zootaxa.4981.2.1,
"Psallusthomashenryi sp. n. and Psalluslucanicus from Turkey (Hemiptera, Heteroptera, Miridae)",Attilio Carapezza; Petr Kment,2018-12-31,BULGARIA,SWITZERLAND,Pensoft Publishers,Plazi,10.3897/zookeys.796.21536,
"Revisiting the diversity of Ludioctenus Fairmaire (Elateridae: Agrypninae), with description of a new species from Afghanistan, and discussion on the systematic position of Tetrigusina",Robin Kundrаtа; Eliskа Sormovа; Аlexаnder S. Prosvirov,2018-08-02,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.11646/zootaxa.4455.2.7,
"Dritter Nachtrag zur Ruesselkaefer-Fauna der Schweiz (Coleoptera, Curculionoidea)",Christoph Germann,2019-12-31,BULGARIA,SWITZERLAND,Pensoft Publishers,Plazi,10.3897/alpento.3.37761,
"Oospila bulava, a new emerald geometrid moth from South America (Lepidoptera, Geometridae, Geometrinae)",Aare Lindt; Jaan Viidalepp,2015-12-31,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.11646/zootaxa.4058.1.11,
"Scolecohyalosporium thailandense sp. nov. (Parabambusicolaceae, Pleosporales) collected on Imperata sp. (Poaceae) in northern Thailand",Rungtiwa Phookamsak; Sinang Hongsanan; Darbhe Jayarama Bhat; Jianchu Xu; Peter E. Mortimer; Nakarin Suwannarach; Jaturong Kumla; Turki M. Dawoud; Saisamorn Lumyong,2023-05-01,SWITZERLAND,,Plazi,,10.15468/3x65fb,
"Revision of the Miocene shrimp Callianassa kerepesiensis Müller, 1976 (Malacostraca, Decapoda), with a description of a new species",Matúš Hyžný,2020-06-18,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.11646/zootaxa.4801.2.10,
Silica-scaled chrysophytes from the Ukrainian Polissia,Dmitry A. Kapustin; Evgeniy S. Gusev; Galina G. Lilitskaya; Maxim S. Kulikovskiy,2020-10-26,SWITZERLAND,,Plazi,,10.15468/avtdtj,
"Fossils from the Middle Jurassic of China shed light on morphology of Choristopsychidae (Insecta, Mecoptera)",Xiao Qiao; Chung Kun Shih; Julian F. Petrulevicius; Ren Dong,2013-12-31,BULGARIA,SWITZERLAND,Pensoft Publishers,Plazi,10.3897/zookeys.318.5226,
Passalidae (Coleoptera: Scarabaeoidea) of the Greater and Lesser Antilles,Larry Jiménez-Ferbans; Pedro Reyes-Castillo; Jack C. Schuster,2015-12-31,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.11646/zootaxa.3956.4.3,
"On the systematic placement of Montezumellidae Ossó & Domínguez, 2013 (Decapoda: Brachyura: Eubrachyura)",Àlex Ossó; José Luis Domínguez,2019-06-24,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.11646/zootaxa.4623.1.12,
"Synopsis of Sida (Malvoideae, Malvaceae) in the state of Rio Grande do Sul, Brazil",Martin Grings; Ilsi Iob Boldrini,2022-04-05,SWITZERLAND,,Plazi,,10.15468/dcx8rx,
"Sphingobacterium prati sp. nov., isolated from agricultural soil and involved in lignocellulose deconstruction",Ludovic Besaury; Juliette Floret; Caroline Rémond,2021-08-18,SWITZERLAND,,Plazi,,10.15468/6jpmaq,
Type specimens and type localities of Peruvian birds described by Jean Cabanis on the basis of Konstanty Jelski's collections,Jiří Mlíkovský; Sylke Frahnert,2009-12-31,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.5281/zenodo.189227,
Hydromedusae observed during night dives in the Gulf Stream,Peter Schuchert; Richard Collins,2021-10-21,SWITZERLAND,,Plazi,,10.35929/rsz.0049,
Notes on the species of Perkinsiana (Polychaeta: Sabellidae) from Antarctica with the description of P. brigittae sp. nov.,María Ana Tovar-Hernández; Beatriz Yáñez-Rivera; Adriana Giangrande; Maria Cristina Gambi,2012-12-31,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.5281/zenodo.282400,
Redescription of the fig wasp genus Sycophilodes Joseph (Chalcidoidea: Pteromalidae: Epichrysomallinae) with description of a new species from India,Achintya Pramanik; Debjani Dey,2014-12-31,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.11646/zootaxa.3838.3.4,
"Five new species of Bradina Lederer (Lepidoptera, Crambidae) from China, with remarks on the morphology of the genus",Jia-Ming Guo; Xi-Cui Du,2023-04-19,BULGARIA,SWITZERLAND,Pensoft Publishers,Plazi,10.15468/fcrfdb,
A NEW SPECIES IN THE RHEOCRICOTOPUS (R.) EFFUSUS GROUP FROM CANADA WITH A REVIEW OF THE NEARCTIC SPECIES OF RHEOCRICOTOPUS AND PARAMETRIOCNEMUS (CHIRONOMIDAE: ORTHOCLADIINAE) Abstract,Armin Namayandeh; David V. Beresford,2018-12-27,SWITZERLAND,,Plazi,,10.15468/zdprwg,
Synonymic notes on some species of Chironomidae (Diptera) described by Dr. M. Sasa (†),Tadashi Kobayashi; Kazuo Endo,2008-12-31,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.5281/zenodo.180948,
"One new genus and five new nematode species (Monhysterida, Xyalidae) from Tonga and Kermadec Trenches, Southwest Pacific",Daniel Leduc,2015-12-31,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.11646/zootaxa.3964.5.1,
A Revision of the Holarctic Genus Rocetelion Matile (Diptera: Keroplatidae),Scott J. Fitzgerald,2019-07-31,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.11646/zootaxa.4648.3.10,
"Revision of the genus Salganea Stal (Blattodea, Blaberidae, Panesthiinae) from China, with descriptions of three new species",Xiudan Wang; Yan Shi; Zongqing Wang; Yanli Che,2014-12-31,BULGARIA,SWITZERLAND,Pensoft Publishers,Plazi,10.3897/zookeys.412.7134,
"A new Asian subgenus and species of Ischalia (Coleoptera: Ischaliidae) with an assessment of subgeneric concepts, revised world checklist, and keys to the subgenera and “ blue elytra ” species",Daniel K. Young,2011-12-31,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.5281/zenodo.277138,
Tadpoles of Central Amazonia (Amphibia: Anura),Luis Schiesari; Denise De Cerqueira Rossa-Feres; Marcelo Menin; Walter Hödl,2022-12-28,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.15468/t8aven,
"The bees of the genus Centris Fabricius, 1804 described by Theodore Dru Alison Cockerell (Hymenoptera: Apidae)",Felipe Vivallo,2020-03-19,SWITZERLAND,,Plazi,,10.5852/ejt.2020.618,
A review of the tribe Noviini (Coleoptera: Coccinellidae) of the Indian subcontinent,J. Poorani,2023-06-28,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.15468/6bdd64,
"A taxonomic revision of Boiga multomaculata (Boie, 1827) and B. ochracea (Theobald, 1868), with the description of a new subspecies (Squamata, Serpentes, Colubridae)",Gunther Köhler; Panupong Thammachoti Charunrochana; Linda Mogk; Ni Lar Than; Nia Kurniawan; Ahmad Muammar Kadafi; Abhijit Das; Frank Tillack; Mark O’Shea,2023-04-20,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.15468/geu9sy,
"The genus Pyroderces Herrich-Schäffer new to China, with description of a new species (Lepidoptera, Cosmopterigidae)",Zhiwei Zhang; Houhun Li,2009-12-31,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.5281/zenodo.190977,
"Eine neue Unterart von Euxoa admirabilis HACKER & SCHREIER 2010 von der Insel Santo Antão, Cabo Verde (Lepidoptera Noctuidae)",E. Aistleitner,2014-07-31,SWITZERLAND,,Plazi,,10.5281/zenodo.5306430,
New data on the Tingidae from Gabon (Hemiptera: Heteroptera),Eric Guilbert; Département de Systématique et Evolution - Cp,2008-12-08,SWITZERLAND,,Plazi,,10.5281/zenodo.5341564,
"A new species of the genus Arria Stal, 1877 (Mantodea, Haaniidae) from China with notes on the tribe Arriini Giglio-Tos, 1919",Ying-jian Wang; Lin Yang; Fei Ye; Xiang-sheng Chen,2021-03-18,BULGARIA,SWITZERLAND,Pensoft Publishers,Plazi,10.3897/zookeys.1025.56780,
"A new species of Bittacus Latreille (Mecoptera: Bittacidae) from the Andean-Amazonian foothills, Caquetá, Colombia",Renato Jose Pires Machado; María Fernanda Bermúdez Higinio; Yennifer Andrea Carreño Guevara; Yardany Ramos-Pastrana,2022-11-18,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.15468/8juvby,
Revision of the New Zealand species of the Genus Pselaphaulax Reitter (Staphylinidae: Pselaphinae: Pselaphitae: Pselaphini),Brittany E. Owens; Christopher E. Carlton,2022-06-21,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.15468/kw9kad,
"Taxonomy of the genus Aetheomorpha Lacordaire (Coleoptera: Chrysomelidae: Cryptocephalinae: Clytrini) from China, with description of five new species",Feng-Yan Wang; Hong-Zhang Zhou,2012-06-30,SWITZERLAND,,Plazi,,10.15468/eyme9n,
Studies on the subfamily Exothecinae (Hymenoptera: Braconidae) with the description of a new genus and a new species from India,Longjam Roni Kumar Singh; C. Van Achterberg; S. Sheela,2022-05-03,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.15468/b538c2,
"Apostasia fujianica (Apostasioideae, Orchidaceae), a new Chinese species: evidence from morphological, genome size and molecular analyses",Yuanyuan Li; Liang Ma; Ding-Kun Liu; Xue-Wei Zhao; Diyang Zhang; Shijie Ke; Gui-Zhen Chen; Qinyao Zheng; Zhong-Jian Liu; Siren Lan,2023-02-07,SWITZERLAND,,Plazi,,10.15468/g4jfmj,
"Morphology, morphogenesis, and molecular phylogeny of a new brackish water ciliate, Pseudourostyla cristatoides n. sp., from Songjiho lagoon on the coast of East Sea, South Korea",Jae-Ho Jung; Kyung-Min Park; Gi-Sik Min,2012-12-31,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.5281/zenodo.208731,
Isospora brasilsatoae n. sp. (Apicomplexa: Eimeriidae) from thrushes Turdus spp. (Passeriformes: Turdidae) from Brazil,Mariana S. Oliveira; Jhon Lennon G. Oliveira; Mariana B. Rodrigues; Lidiane Maria Silva-Carvalho; Lucas De Assis S. Andrade; Sergian V. Cardozo; Ildemar Ferreira; Bruno Pereira Berto,2019-02-14,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.11646/zootaxa.4555.3.12,
"Afrosystolederus garmsi (Orthoptera, Tetrigidae), a new genus and species from Mount Gibi (Liberia) with remarks on Systolederus, Pseudosystolederus and Teredorus",Hendrik Devriese; Martin Husemann,2023-03-29,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.15468/drztdx,
"Taxonomy of the genus Andrikothelyna Pace, 2000 (Coleoptera: Staphylinidae Aleocharinae), with description of three new species from Taiwan and Japan",Tsubasa Nozaki,2023-04-12,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.15468/2wwrz5,
